20
25
50
1	25	34.000
1	6	81.000
1	16	17.000
1	21	87.000
2	3	36.000
2	20	57.000
2	24	83.000
2	12	77.000
3	20	78.000
3	10	82.000
3	17	34.000
4	11	20.000
4	25	41.000
4	14	95.000
4	21	61.000
5	25	37.000
5	16	12.000
5	24	22.000
5	11	70.000
6	25     100.000
6	15	41.000
6	18	6.000
7	14	37.000
7	12	43.000
7	17	77.000
7	8	4.000
8	16	62.000
8	12	44.000
8	13	46.000
9	23	74.000
9	11	55.000
9	18	21.000
9	12	58.000
10	17	62.000
10	21	48.000
10	14	12.000
11	18	76.000
13	15	49.000
13	16	71.000
13	18	38.000
14	15	49.000
15	21	75.000
17	22	24.000
19	20	52.000
19	23	56.000
19	24	26.000
19	22	62.000
20	23	84.000
22	23	32.000
22	24	64.000
