20
200
399
1	153	82.000
1	101	31.000
1	178	63.000
1	25	8.000
2	78	45.000
2	123	37.000
2	173	71.000
2	151	56.000
3	101	52.000
3	10	51.000
3	94	23.000
3	7	44.000
4	186	26.000
4	93	95.000
4	92	73.000
4	200	68.000
5	144	59.000
5	200	12.000
5	51	51.000
5	107	38.000
6	57	41.000
6	92	38.000
6	95	20.000
6	193	30.000
7	185	11.000
7	154	79.000
7	65	51.000
8	200	42.000
8	108	15.000
8	71	17.000
8	140	22.000
9	79	33.000
9	54	50.000
9	143	24.000
9	172	30.000
10	163	61.000
10	177	48.000
10	73	50.000
11	172	79.000
11	200	29.000
11	154	83.000
11	147	46.000
12	128	64.000
12	90	61.000
12	136	47.000
12	152	57.000
13	134	47.000
13	64	21.000
13	111	67.000
13	20	66.000
14	127	38.000
14	93	76.000
14	31	36.000
14	119	8.000
15	126	52.000
15	109	17.000
15	187	21.000
15	48	39.000
16	180	17.000
16	129	14.000
16	161	48.000
16	107	41.000
17	60	51.000
17	161	27.000
17	57	46.000
17	197	76.000
18	137	92.000
18	187	84.000
18	168	89.000
18	115	76.000
19	185	72.000
19	54	83.000
19	135	66.000
19	27	62.000
20	168	69.000
20	75	27.000
20	174	39.000
21	94	28.000
21	36	31.000
21	170	85.000
21	116	20.000
22	71	19.000
22	195	55.000
22	167	31.000
22	125	28.000
23	91	24.000
23	179	48.000
23	114	64.000
23	88	68.000
24	103	60.000
24	66	74.000
24	47	35.000
24	102	26.000
25	44	56.000
25	116	80.000
25	140	26.000
26	174	42.000
26	32	85.000
26	106	80.000
26	161	46.000
27	128	64.000
27	89	33.000
27	85	68.000
28	42	87.000
28	148	65.000
28	179	72.000
28	88	79.000
29	117	10.000
29	92	6.000
29	122	45.000
29	196	27.000
30	136	74.000
30	166	36.000
30	108	82.000
30	146	50.000
31	118	36.000
31	198	57.000
31	69	29.000
32	177	45.000
32	133	50.000
32	150	25.000
33	38	33.000
33	90	38.000
33	93	48.000
33	96	34.000
34	47	42.000
34	130	14.000
34	167	31.000
34	110	32.000
35	179	73.000
35	117	75.000
35	183	35.000
35	192	66.000
36	125	5.000
36	103	55.000
36	50	66.000
37	186	12.000
37	115	24.000
37	184	18.000
37	162	53.000
38	134	41.000
38	149	38.000
38	112	19.000
39	129	24.000
39	184	63.000
39	73	8.000
39	82	46.000
40	88	43.000
40	78	16.000
40	100	25.000
40	180	10.000
41	187	25.000
41	116	47.000
41	73	30.000
41	91	33.000
42	67	59.000
42	197	41.000
42	70	93.000
43	178	49.000
43	99	31.000
43	146	64.000
43	130	40.000
44	126	33.000
44	155	54.000
44	187	46.000
45	85	5.000
45	194	71.000
45	56	10.000
45	155	66.000
46	75	44.000
46	133	59.000
46	52	65.000
46	149	58.000
47	131	36.000
47	98	43.000
48	135	29.000
48	127	66.000
48	79	58.000
49	94	47.000
49	88	55.000
49	149	34.000
49	129	31.000
50	79	61.000
50	188	41.000
50	181	21.000
51	145	57.000
51	139	27.000
51	154	66.000
52	56	18.000
52	196	45.000
52	176	54.000
53	141	22.000
53	151	36.000
53	134	21.000
53	194	65.000
54	80	40.000
54	191	71.000
55	63	84.000
55	136	85.000
55	116	13.000
55	98	52.000
56	100	68.000
56	174	41.000
57	193	37.000
57	135	75.000
58	98	27.000
58	66	69.000
58	68	77.000
58	153	70.000
59	163	8.000
59	173	63.000
59	107	21.000
59	78	38.000
60	67	45.000
60	77	22.000
60	194	51.000
61	143	47.000
61	190	77.000
61	195	88.000
61	78	68.000
62	159	69.000
62	172	76.000
62	98	53.000
62	173	81.000
63	150	15.000
63	111	50.000
63	117	69.000
64	82	37.000
64	148	19.000
64	157	50.000
65	127	39.000
65	190	45.000
65	122	38.000
66	97	67.000
66	175	71.000
67	100	66.000
67	93	59.000
68	184	39.000
68	113	49.000
68	193	31.000
69	183	70.000
69	139	20.000
69	171	28.000
70	112	3.000
70	136	35.000
70	96	18.000
71	153	64.000
71	123	46.000
72	92	40.000
72	157	22.000
72	182	10.000
72	196	29.000
73	146	47.000
74	166	69.000
74	183	61.000
74	161	47.000
74	157	31.000
75	183	59.000
75	81	50.000
76	118	95.000
76	158	56.000
76	80	24.000
76	162	76.000
77	83	61.000
77	163	17.000
77	127	39.000
79	84	32.000
80	135	27.000
80	141	40.000
81	181	96.000
81	107	41.000
81	144	97.000
82	132	21.000
82	108	38.000
83	122	22.000
83	185	55.000
83	118	60.000
84	182	39.000
84	140	93.000
84	188	39.000
85	121	41.000
85	170	36.000
86	192	55.000
86	106	35.000
86	125	71.000
86	150	22.000
87	115	12.000
87	123	35.000
87	174	37.000
87	103	25.000
89	173	52.000
89	97	29.000
89	179	43.000
90	175	73.000
90	129	32.000
91	182	66.000
91	143	79.000
94	119	57.000
95	137	53.000
95	124	28.000
95	128	37.000
96	196	63.000
96	194	43.000
97	126	15.000
97	186	66.000
99	148	26.000
99	189	33.000
99	143	18.000
100	147	47.000
101	128	41.000
101	199	26.000
102	160	19.000
102	156	31.000
102	111	22.000
103	170	33.000
104	123	27.000
104	154	62.000
104	147	27.000
104	198	45.000
105	168	78.000
105	155	64.000
105	119	20.000
105	152	60.000
106	181	24.000
106	185	48.000
108	167	31.000
109	182	52.000
109	178	34.000
109	111	22.000
110	150	29.000
110	167	48.000
110	125	68.000
112	175	85.000
112	184	46.000
113	165	39.000
113	121	59.000
113	170	72.000
114	195	73.000
114	144	67.000
114	176	66.000
115	176	49.000
117	160	21.000
118	142	39.000
119	157	50.000
120	199	31.000
120	126	56.000
120	124	43.000
120	186	36.000
121	138	20.000
121	169	29.000
122	192	48.000
124	131	5.000
124	164	31.000
130	146	26.000
130	176	50.000
131	172	65.000
131	144	88.000
132	189	39.000
132	152	54.000
132	181	50.000
133	145	71.000
133	177	48.000
134	177	14.000
137	190	31.000
137	168	37.000
138	140	48.000
138	197	75.000
138	145	21.000
139	163	34.000
139	169	47.000
141	166	35.000
141	162	59.000
142	191	23.000
142	195	57.000
142	199	33.000
145	151	59.000
147	191	23.000
148	153	59.000
149	191	29.000
151	169	29.000
152	180	25.000
155	162	46.000
156	158	8.000
156	159	73.000
156	165	33.000
158	166	63.000
158	159	65.000
159	169	48.000
160	190	51.000
160	178	12.000
164	188	57.000
164	193	6.000
164	189	72.000
165	180	33.000
165	192	56.000
171	189	69.000
171	175	17.000
171	197	25.000
188	199	43.000
