20
200
400
1	129	53.000
1	162	49.000
1	197	60.000
1	82	15.000
2	99	77.000
2	147	56.000
2	43	20.000
2	122	15.000
3	148	27.000
3	61	15.000
3	71	65.000
3	200	39.000
4	200	40.000
4	140	12.000
4	131	53.000
4	161	21.000
5	10	54.000
5	140	80.000
5	44	26.000
5	200	37.000
6	56	48.000
6	28	46.000
6	155	67.000
6	180	58.000
7	92	51.000
7	169	55.000
7	65	13.000
7	72	54.000
8	16	5.000
8	116	26.000
8	11	21.000
8	63	55.000
9	53	66.000
9	146	29.000
9	100	29.000
9	57	18.000
10	78	45.000
10	168	50.000
10	159	39.000
11	93	29.000
11	141	28.000
11	123	52.000
12	74	13.000
12	166	64.000
12	121	36.000
12	139	68.000
13	185	50.000
13	32	33.000
13	138	28.000
13	110	35.000
14	192	61.000
14	33	97.000
14	95	78.000
14	111	70.000
15	72	52.000
15	161	76.000
15	164	86.000
15	200	49.000
16	100	65.000
16	188	49.000
16	115	72.000
17	162	42.000
17	114	87.000
17	196	15.000
17	147	26.000
18	168	17.000
18	145	63.000
18	37	23.000
18	95	11.000
19	56	32.000
19	84	72.000
19	21	2.000
19	76	23.000
20	118	8.000
20	199	75.000
20	193	58.000
20	159	68.000
21	84	73.000
21	71	21.000
21	67	20.000
22	177	26.000
22	55	32.000
22	144	46.000
22	184	9.000
23	185	48.000
23	131	54.000
23	47	17.000
23	113	61.000
24	120	53.000
24	141	44.000
24	29	31.000
24	35	40.000
25	135	36.000
25	104	48.000
25	168	35.000
25	29	44.000
26	114	20.000
26	63	60.000
26	144	28.000
26	43	24.000
27	85	56.000
27	186	26.000
27	113	32.000
27	28	69.000
28	61	50.000
28	84	52.000
29	62	65.000
29	66	64.000
30	138	36.000
30	94	29.000
30	199	43.000
30	156	50.000
31	75	28.000
31	93	22.000
31	129	66.000
31	72	71.000
32	34	55.000
32	33	66.000
32	78	74.000
33	85	63.000
33	191	24.000
34	138	49.000
34	185	73.000
34	129	15.000
35	123	94.000
35	171	43.000
35	192	38.000
36	131	39.000
36	43	29.000
36	54	15.000
36	163	50.000
37	171	30.000
37	158	60.000
37	186	55.000
38	70	47.000
38	65	63.000
38	91	51.000
38	146	32.000
39	178	58.000
39	165	33.000
39	124	52.000
39	74	62.000
40	177	22.000
40	94	15.000
40	108	62.000
40	134	31.000
41	91	34.000
41	82	29.000
41	114	70.000
41	113	80.000
42	140	85.000
42	179	54.000
42	81	41.000
42	142	79.000
43	54	23.000
44	122	46.000
44	75	43.000
44	47	27.000
45	56	21.000
45	71	17.000
45	139	51.000
45	89	8.000
46	89	48.000
46	177	69.000
46	137	63.000
46	141	35.000
47	72	8.000
47	60	17.000
48	151	55.000
48	138	13.000
48	142	78.000
48	61	18.000
49	91	58.000
49	77	44.000
49	153	35.000
49	150	34.000
50	155	36.000
50	79	88.000
50	60	47.000
50	133	58.000
51	199	84.000
51	104	72.000
51	198	65.000
51	128	57.000
52	168	71.000
52	109	37.000
52	146	45.000
52	122	63.000
53	184	55.000
53	64	72.000
53	182	65.000
54	80	45.000
54	110	68.000
55	157	35.000
55	65	18.000
55	180	10.000
56	164	43.000
57	171	35.000
57	58	38.000
57	82	27.000
58	73	23.000
58	111	53.000
58	71	54.000
59	96	57.000
59	121	35.000
59	117	23.000
59	89	22.000
60	69	5.000
60	192	13.000
61	64	55.000
62	143	33.000
62	85	43.000
62	107	60.000
63	91	7.000
63	189	44.000
64	149	76.000
64	193	25.000
65	180	12.000
66	69	17.000
66	170	15.000
66	120	44.000
67	137	27.000
67	140	10.000
67	169	36.000
68	161	69.000
68	94	29.000
68	85	9.000
68	116	59.000
69	96	8.000
69	120	48.000
70	126	26.000
70	199	86.000
70	117	35.000
73	95	1.000
73	101	63.000
73	115	24.000
74	84	32.000
74	191	39.000
75	186	38.000
75	164	58.000
76	109	18.000
76	136	50.000
76	192	41.000
77	166	50.000
77	195	26.000
77	126	41.000
78	117	76.000
78	93	11.000
79	152	78.000
79	197	79.000
79	80	36.000
80	180	47.000
80	163	42.000
81	129	26.000
81	110	54.000
81	148	9.000
82	150	28.000
83	144	36.000
83	96	60.000
83	134	20.000
83	135	67.000
86	195	49.000
86	183	52.000
86	149	81.000
86	174	84.000
87	159	49.000
87	183	43.000
87	198	42.000
87	141	18.000
88	149	30.000
88	108	30.000
88	113	27.000
88	116	25.000
89	124	36.000
90	109	27.000
90	114	47.000
90	158	63.000
90	119	74.000
92	158	66.000
92	197	20.000
92	139	58.000
93	125	71.000
94	144	19.000
95	146	54.000
96	195	24.000
97	165	27.000
97	155	52.000
97	136	66.000
97	182	39.000
98	174	77.000
98	103	73.000
98	162	60.000
98	156	19.000
99	183	97.000
99	108	86.000
99	128	48.000
100	122	62.000
100	170	32.000
101	115	65.000
101	106	50.000
101	191	37.000
102	152	76.000
102	149	88.000
102	187	48.000
102	151	76.000
103	193	69.000
103	179	50.000
103	181	22.000
104	117	92.000
104	172	46.000
105	110	91.000
105	131	18.000
105	111	31.000
105	121	44.000
106	162	21.000
106	153	83.000
106	187	70.000
107	133	44.000
107	161	54.000
107	153	33.000
108	135	26.000
109	164	24.000
111	182	40.000
112	126	32.000
112	181	62.000
112	116	81.000
112	188	22.000
115	119	90.000
118	169	56.000
118	158	65.000
118	182	43.000
119	177	73.000
119	121	72.000
120	181	34.000
123	176	78.000
123	126	46.000
124	155	60.000
124	165	52.000
125	184	61.000
125	189	21.000
125	137	66.000
127	142	51.000
127	171	46.000
127	194	88.000
127	188	13.000
128	148	25.000
128	185	60.000
130	135	19.000
130	174	11.000
130	181	80.000
130	187	62.000
132	184	59.000
132	190	44.000
132	169	11.000
132	145	55.000
133	175	51.000
133	142	64.000
134	198	32.000
134	154	57.000
136	175	55.000
136	170	15.000
137	160	61.000
139	197	40.000
143	189	33.000
143	183	68.000
143	190	36.000
145	156	19.000
145	198	64.000
147	193	78.000
147	153	76.000
148	165	33.000
150	178	42.000
150	191	69.000
151	154	31.000
151	188	65.000
152	190	50.000
152	166	78.000
154	186	12.000
154	166	17.000
156	194	73.000
157	173	52.000
157	195	23.000
157	167	20.000
159	196	56.000
160	189	64.000
160	196	11.000
160	175	25.000
163	173	11.000
163	172	35.000
167	170	22.000
167	179	30.000
167	173	40.000
172	190	38.000
172	187	60.000
173	196	14.000
174	175	75.000
176	178	59.000
176	194	68.000
176	179	46.000
178	194	47.000
